Player,Team,GAME_DATE,MATCHUP,Win/Loss,Minutes,2PTMade,2PTAttempted,2PT_%,3PTMade,3PT_Attempted,3PT_%,FreeThrowsMade,FreeThrowsAttempted,FreeThrow%,OffensiveRebounds,DefensiveRebounds,TotRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,Points,+/-
Jae'Sean Tate - Average,Average,,,,20.3,2.6,5.1,51.80%,1.1,2.6,39.80%,0.6,0.8,33.30%,0.9,2.9,3.8,1.2,1.6,0.4,0.2,2.6,6.8,2.8
Jayson Tatum,Celtics,11-Nov-23,BOS vs. TOR,W,34,10,18,55.60%,3,9,33.30%,4,6,66.70%,0,5,5,4,0,1,1,2,27,42
Jayson Tatum,Celtics,10-Nov-23,BOS vs. BKN,W,33,6,17,35.30%,4,11,36.40%,7,9,77.80%,1,9,10,3,0,0,2,1,23,28
Jayson Tatum,Celtics,8-Nov-23,BOS @ PHI,L,37,6,14,42.90%,2,6,33.30%,2,3,66.70%,1,14,15,6,3,0,2,2,16,-1
Jayson Tatum,Celtics,6-Nov-23,BOS @ MIN,L,43,12,22,54.50%,2,8,25.00%,6,8,75.00%,0,5,5,2,5,0,6,2,32,3
Jayson Tatum,Celtics,4-Nov-23,BOS @ BKN,W,41,10,20,50.00%,6,10,60.00%,6,6,100.00%,1,10,11,1,0,0,3,1,32,18
Jayson Tatum,Celtics,1-Nov-23,BOS vs. IND,W,27,9,15,60.00%,3,5,60.00%,9,10,90.00%,2,10,12,4,0,0,2,1,30,36
Jayson Tatum,Celtics,30-Oct-23,BOS @ WAS,W,28,14,21,66.70%,4,9,44.40%,1,1,100.00%,0,6,6,3,0,0,2,2,33,27
Jayson Tatum,Celtics,27-Oct-23,BOS vs. MIA,W,41,9,22,40.90%,3,10,30.00%,1,3,33.30%,0,8,8,5,1,0,2,4,22,13
Jayson Tatum,Celtics,25-Oct-23,BOS @ NYK,W,39,13,22,59.10%,3,8,37.50%,5,6,83.30%,0,11,11,4,2,1,4,3,34,0
Jayson Tatum - Average,Average,,,,35.9,9.9,19,51.70%,3.3,8.4,40.00%,4.6,5.8,77.00%,0.6,8.7,9.2,3.6,1.2,0.2,2.7,2,27.7,18.4
Terry Taylor,Bulls,6-Nov-23,CHI vs. UTA,W,2,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,0,0,0,0,-5
Terry Taylor,Bulls,4-Nov-23,CHI @ DEN,L,3,1,1,100.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,2,-2
Terry Taylor,Bulls,28-Oct-23,CHI @ DET,L,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0
Terry Taylor - Average,Average,,,,2,0.3,0.3,33.30%,0,0,0.00%,0,0,0.00%,0,0.3,0.3,0,0,0,0,0,0.7,-2.3
Garrett Temple,Raptors,11-Nov-23,TOR @ BOS,L,4,1,2,50.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,1,0,0,0,2,6
Garrett Temple,Raptors,2-Nov-23,TOR @ PHI,L,2,1,1,100.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,2,1
Garrett Temple,Raptors,1-Nov-23,TOR vs. MIL,W,3,0,0,0.00%,0,0,0.00%,2,2,100.00%,0,0,0,0,0,0,0,0,2,-4
Garrett Temple - Average,Average,,,,3,0.7,1,50.00%,0,0,0.00%,0.7,0.7,33.30%,0,0.3,0.3,0,0.3,0,0,0,2,1
Dalen Terry,Bulls,6-Nov-23,CHI vs. UTA,W,3,1,3,33.30%,0,1,0.00%,0,0,0.00%,0,1,1,1,0,0,1,0,2,-5
Dalen Terry,Bulls,4-Nov-23,CHI @ DEN,L,3,1,2,50.00%,0,1,0.00%,0,2,0.00%,0,1,1,1,0,0,0,1,2,-2
Dalen Terry,Bulls,28-Oct-23,CHI @ DET,L,1,1,1,100.00%,1,1,100.00%,0,0,0.00%,0,0,0,0,0,0,0,0,3,0
Dalen Terry,Bulls,25-Oct-23,CHI vs. OKC,L,4,0,2,0.00%,0,1,0.00%,0,0,0.00%,0,2,2,1,0,0,0,0,0,1
Dalen Terry - Average,Average,,,,2.8,0.8,2,45.80%,0.2,1,25.00%,0,0.5,0.00%,0,1,1,0.8,0,0,0.2,0.2,1.8,-1.5
Daniel Theis,Pacers,9-Nov-23,IND vs. MIL,W,8,1,4,25.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,2,0
Daniel Theis - Average,Average,,,,8,1,4,25.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,2,0
Cam Thomas,Nets,8-Nov-23,BKN vs. LAC,W,20,6,14,42.90%,0,2,0.00%,2,2,100.00%,0,2,2,0,0,1,2,1,14,1
Cam Thomas,Nets,6-Nov-23,BKN vs. MIL,L,41,17,33,51.50%,6,16,37.50%,5,6,83.30%,1,3,4,3,1,0,1,3,45,3
Cam Thomas,Nets,4-Nov-23,BKN vs. BOS,L,37,11,24,45.80%,2,6,33.30%,3,3,100.00%,0,5,5,3,1,1,0,2,27,-9
Cam Thomas,Nets,3-Nov-23,BKN @ CHI,W,31,6,18,33.30%,3,9,33.30%,2,2,100.00%,1,4,5,4,0,1,0,1,17,-5
Cam Thomas,Nets,1-Nov-23,BKN @ MIA,W,34,4,19,21.10%,2,7,28.60%,3,4,75.00%,0,2,2,1,3,1,4,2,13,-9
Cam Thomas,Nets,30-Oct-23,BKN @ CHA,W,38,10,17,58.80%,1,4,25.00%,12,14,85.70%,0,2,2,2,0,0,2,4,33,8
Cam Thomas,Nets,27-Oct-23,BKN @ DAL,L,33,12,19,63.20%,1,4,25.00%,5,5,100.00%,0,7,7,2,1,1,0,2,30,3
Cam Thomas,Nets,25-Oct-23,BKN vs. CLE,L,25,13,21,61.90%,2,5,40.00%,8,11,72.70%,0,3,3,2,1,0,1,0,36,5
Cam Thomas - Average,Average,,,,32.4,9.9,20.6,47.30%,2.1,6.6,27.80%,5,5.9,89.60%,0.2,3.5,3.8,2.1,0.9,0.6,1.2,1.9,26.9,-0.4
Amen Thompson,Rockets,1-Nov-23,HOU vs. CHA,W,13,1,3,33.30%,0,1,0.00%,2,2,100.00%,0,1,1,1,1,0,1,3,4,10
Amen Thompson,Rockets,29-Oct-23,HOU vs. GSW,L,20,3,5,60.00%,1,2,50.00%,2,2,100.00%,0,4,4,0,1,0,0,3,9,2
Amen Thompson,Rockets,27-Oct-23,HOU @ SAS,L,13,2,4,50.00%,0,1,0.00%,0,2,0.00%,0,1,1,3,0,1,1,1,4,1
Amen Thompson,Rockets,25-Oct-23,HOU @ ORL,L,21,3,10,30.00%,1,7,14.30%,1,2,50.00%,1,4,5,2,0,0,4,2,8,-34
Amen Thompson - Average,Average,,,,16.8,2.2,5.5,43.30%,0.5,2.8,16.10%,1.2,2,62.50%,0.2,2.5,2.8,1.5,0.5,0.2,1.5,2.2,6.2,-5.2
Ausar Thompson,Pistons,12-Nov-23,DET @ CHI,L,32,2,9,22.20%,0,1,0.00%,5,7,71.40%,6,10,16,2,0,1,3,1,9,-19
Ausar Thompson,Pistons,10-Nov-23,DET vs. PHI,L,32,6,11,54.50%,0,1,0.00%,0,1,0.00%,3,10,13,4,1,3,2,4,12,2
Ausar Thompson,Pistons,8-Nov-23,DET @ MIL,L,37,3,8,37.50%,0,1,0.00%,0,0,0.00%,3,12,15,3,0,1,2,4,6,-6
Ausar Thompson,Pistons,6-Nov-23,DET vs. GSW,L,38,6,10,60.00%,1,4,25.00%,3,3,100.00%,4,3,7,2,4,0,1,2,16,3
Ausar Thompson,Pistons,5-Nov-23,DET vs. PHX,L,38,6,14,42.90%,2,3,66.70%,0,0,0.00%,5,4,9,4,4,4,1,3,14,-13
Ausar Thompson,Pistons,2-Nov-23,DET @ NOP,L,25,5,17,29.40%,0,6,0.00%,6,7,85.70%,5,2,7,5,0,1,3,5,16,-16
Ausar Thompson,Pistons,1-Nov-23,DET vs. POR,L,30,8,14,57.10%,0,3,0.00%,0,0,0.00%,3,4,7,2,2,0,2,4,16,-9
Ausar Thompson,Pistons,30-Oct-23,DET @ OKC,L,31,6,14,42.90%,0,2,0.00%,3,4,75.00%,7,3,10,3,1,3,3,4,15,-13
Ausar Thompson,Pistons,28-Oct-23,DET vs. CHI,W,31,3,7,42.90%,0,2,0.00%,3,4,75.00%,3,9,12,5,1,1,2,3,9,6
Ausar Thompson,Pistons,27-Oct-23,DET @ CHA,W,30,2,9,22.20%,0,1,0.00%,2,2,100.00%,4,9,13,6,0,1,3,5,6,10
Ausar Thompson,Pistons,25-Oct-23,DET @ MIA,L,27,1,7,14.30%,1,2,50.00%,1,2,50.00%,3,4,7,3,0,5,2,2,4,-14
Ausar Thompson - Average,Average,,,,31.9,4.4,10.9,38.70%,0.4,2.4,12.90%,2.1,2.7,50.60%,4.2,6.4,10.5,3.5,1.2,1.8,2.2,3.4,11.2,-6.3
Klay Thompson,Warriors,12-Nov-23,GSW vs. MIN,L,33,5,16,31.30%,3,10,30.00%,3,3,100.00%,0,5,5,3,1,0,1,1,16,4
Klay Thompson,Warriors,11-Nov-23,GSW vs. CLE,L,28,5,16,31.30%,2,5,40.00%,2,2,100.00%,1,4,5,1,0,1,3,3,14,-7
Klay Thompson,Warriors,8-Nov-23,GSW @ DEN,L,32,5,12,41.70%,2,8,25.00%,3,6,50.00%,0,6,6,1,1,0,2,1,15,-13
Klay Thompson,Warriors,6-Nov-23,GSW @ DET,W,28,8,16,50.00%,1,8,12.50%,0,0,0.00%,1,0,1,3,0,0,2,1,17,1
Klay Thompson,Warriors,5-Nov-23,GSW @ CLE,L,32,5,14,35.70%,3,9,33.30%,2,2,100.00%,2,1,3,2,1,0,2,2,15,-12
Klay Thompson,Warriors,3-Nov-23,GSW @ OKC,W,33,6,10,60.00%,4,6,66.70%,2,2,100.00%,0,3,3,1,0,0,1,4,18,0
Klay Thompson,Warriors,1-Nov-23,GSW vs. SAC,W,29,6,15,40.00%,1,4,25.00%,1,1,100.00%,1,1,2,2,0,3,2,3,14,10
Klay Thompson,Warriors,29-Oct-23,GSW @ HOU,W,29,7,12,58.30%,5,10,50.00%,0,0,0.00%,1,3,4,0,0,1,1,3,19,-2
Klay Thompson,Warriors,27-Oct-23,GSW @ SAC,W,33,7,12,58.30%,2,4,50.00%,2,2,100.00%,0,3,3,4,1,0,3,4,18,4
Klay Thompson,Warriors,24-Oct-23,GSW vs. PHX,L,36,6,18,33.30%,3,11,27.30%,0,0,0.00%,1,6,7,3,0,1,3,3,15,9
Klay Thompson - Average,Average,,,,31.3,6,14.1,44.00%,2.6,7.5,36.00%,1.5,1.8,65.00%,0.7,3.2,3.9,2,0.4,0.6,2,2.5,16.1,-0.6
Tristan Thompson,Cavaliers,11-Nov-23,CLE @ GSW,W,2,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-8
Tristan Thompson,Cavaliers,8-Nov-23,CLE @ OKC,L,13,0,0,0.00%,0,0,0.00%,1,2,50.00%,0,2,2,2,1,0,2,2,1,-2
Tristan Thompson,Cavaliers,5-Nov-23,CLE vs. GSW,W,11,1,2,50.00%,0,0,0.00%,1,3,33.30%,1,4,5,0,0,1,0,2,3,2
Tristan Thompson,Cavaliers,3-Nov-23,CLE @ IND,L,3,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,0,0,1,0,-8
Tristan Thompson,Cavaliers,1-Nov-23,CLE @ NYK,W,13,3,4,75.00%,0,0,0.00%,0,0,0.00%,2,3,5,0,0,0,2,1,6,-2
Tristan Thompson,Cavaliers,31-Oct-23,CLE vs. NYK,L,19,1,1,100.00%,0,0,0.00%,2,2,100.00%,1,1,2,1,0,2,2,2,4,-1
Tristan Thompson,Cavaliers,28-Oct-23,CLE vs. IND,L,8,2,3,66.70%,0,0,0.00%,0,0,0.00%,4,1,5,2,0,0,0,0,4,1
Tristan Thompson - Average,Average,,,,9.9,1,1.4,41.70%,0,0,0.00%,0.6,1,26.20%,1.1,1.7,2.9,0.7,0.1,0.4,0.9,1.1,2.6,-2.6
JT Thor,Hornets,12-Nov-23,CHA @ NYK,L,23,2,6,33.30%,2,5,40.00%,0,2,0.00%,2,2,4,0,0,1,1,4,6,1
JT Thor,Hornets,10-Nov-23,CHA @ WAS,W,20,3,7,42.90%,1,2,50.00%,0,2,0.00%,1,4,5,2,0,0,0,1,7,17
JT Thor,Hornets,8-Nov-23,CHA vs. WAS,L,21,0,3,0.00%,0,2,0.00%,0,0,0.00%,2,3,5,1,0,1,0,3,0,-21
JT Thor,Hornets,5-Nov-23,CHA @ DAL,L,15,0,1,0.00%,0,0,0.00%,0,0,0.00%,1,2,3,1,0,0,0,0,0,-10
JT Thor,Hornets,4-Nov-23,CHA @ IND,W,15,3,3,100.00%,1,1,100.00%,0,0,0.00%,1,3,4,0,0,0,0,1,7,14
JT Thor,Hornets,1-Nov-23,CHA @ HOU,L,13,2,4,50.00%,1,3,33.30%,0,0,0.00%,0,5,5,0,3,1,1,2,5,-15
JT Thor,Hornets,30-Oct-23,CHA vs. BKN,L,19,3,6,50.00%,1,4,25.00%,0,0,0.00%,0,2,2,3,0,0,1,1,7,-1
JT Thor,Hornets,27-Oct-23,CHA vs. DET,L,25,1,3,33.30%,0,1,0.00%,0,0,0.00%,1,3,4,0,1,1,0,1,2,0
JT Thor,Hornets,25-Oct-23,CHA vs. ATL,W,20,2,7,28.60%,1,3,33.30%,0,0,0.00%,1,1,2,1,0,0,0,0,5,2
JT Thor - Average,Average,,,,19,1.8,4.4,37.60%,0.8,2.3,31.30%,0,0.4,0.00%,1,2.8,3.8,0.9,0.4,0.4,0.3,1.4,4.3,-1.4
Matisse Thybulle,Trail Blazers,12-Nov-23,POR @ LAL,L,20,5,9,55.60%,4,8,50.00%,0,0,0.00%,0,2,2,3,1,2,0,2,14,-6
Matisse Thybulle,Trail Blazers,8-Nov-23,POR @ SAC,L,34,4,8,50.00%,1,4,25.00%,4,5,80.00%,1,1,2,1,4,0,2,1,13,-2
Matisse Thybulle,Trail Blazers,5-Nov-23,POR vs. MEM,L,19,2,3,66.70%,2,3,66.70%,0,0,0.00%,0,3,3,1,1,2,1,1,6,0
Matisse Thybulle,Trail Blazers,3-Nov-23,POR vs. MEM,W,19,2,4,50.00%,1,3,33.30%,0,0,0.00%,0,0,0,0,0,2,0,1,5,-3
Matisse Thybulle,Trail Blazers,1-Nov-23,POR @ DET,W,17,0,3,0.00%,0,3,0.00%,0,0,0.00%,0,1,1,1,1,0,0,1,0,-3
Matisse Thybulle,Trail Blazers,30-Oct-23,POR @ TOR,W,19,3,4,75.00%,3,4,75.00%,0,0,0.00%,0,0,0,2,0,0,0,1,9,-5
Matisse Thybulle,Trail Blazers,29-Oct-23,POR @ PHI,L,11,1,3,33.30%,0,2,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,2,-14
Matisse Thybulle,Trail Blazers,27-Oct-23,POR vs. ORL,L,17,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,2,2,0,1,1,0,2,0,-15
Matisse Thybulle,Trail Blazers,25-Oct-23,POR @ LAC,L,20,3,7,42.90%,2,6,33.30%,0,0,0.00%,1,0,1,1,1,0,2,0,8,-12
Matisse Thybulle - Average,Average,,,,19.6,2.2,4.7,41.50%,1.4,3.8,31.50%,0.4,0.6,8.90%,0.2,1,1.2,1,1,0.8,0.6,1.1,6.3,-6.7
Xavier Tillman,Grizzlies,3-Nov-23,MEM @ POR,L,24,3,8,37.50%,0,2,0.00%,0,0,0.00%,1,6,7,5,1,2,1,5,6,-11
Xavier Tillman,Grizzlies,1-Nov-23,MEM @ UTA,L,14,0,3,0.00%,0,0,0.00%,0,0,0.00%,3,1,4,0,1,0,2,3,0,-7
Xavier Tillman,Grizzlies,30-Oct-23,MEM vs. DAL,L,29,3,14,21.40%,0,5,0.00%,0,3,0.00%,2,5,7,1,2,1,0,0,6,4
Xavier Tillman,Grizzlies,28-Oct-23,MEM @ WAS,L,24,3,7,42.90%,2,2,100.00%,0,0,0.00%,1,6,7,3,0,0,1,4,8,-14
Xavier Tillman,Grizzlies,27-Oct-23,MEM vs. DEN,L,34,5,9,55.60%,1,3,33.30%,2,4,50.00%,2,6,8,2,3,2,5,5,13,-5
Xavier Tillman,Grizzlies,25-Oct-23,MEM vs. NOP,L,34,7,16,43.80%,1,5,20.00%,2,2,100.00%,4,8,12,4,3,1,0,2,17,3
Xavier Tillman - Average,Average,,,,26.5,3.5,9.5,33.50%,0.7,2.8,25.60%,0.7,1.5,25.00%,2.2,5.3,7.5,2.5,1.7,1,1.5,3.2,8.3,-5
Obi Toppin,Pacers,12-Nov-23,IND @ PHI,L,21,6,7,85.70%,2,3,66.70%,0,0,0.00%,0,1,1,1,0,0,0,2,14,-14
Obi Toppin,Pacers,9-Nov-23,IND vs. MIL,W,13,2,3,66.70%,1,2,50.00%,2,2,100.00%,0,0,0,0,0,0,1,4,7,6
Obi Toppin,Pacers,8-Nov-23,IND vs. UTA,W,19,3,7,42.90%,0,3,0.00%,0,0,0.00%,0,1,1,0,3,1,1,2,6,-5
Obi Toppin,Pacers,6-Nov-23,IND vs. SAS,W,27,6,11,54.50%,1,3,33.30%,6,6,100.00%,0,2,2,1,2,0,1,3,19,25
Obi Toppin,Pacers,4-Nov-23,IND vs. CHA,L,26,5,7,71.40%,1,2,50.00%,0,0,0.00%,1,3,4,0,0,0,0,2,11,1
Obi Toppin,Pacers,3-Nov-23,IND vs. CLE,W,21,3,6,50.00%,0,1,0.00%,0,0,0.00%,1,3,4,1,0,0,0,2,6,0
Obi Toppin,Pacers,1-Nov-23,IND @ BOS,L,25,5,6,83.30%,0,1,0.00%,1,2,50.00%,2,0,2,1,2,0,1,1,11,-41
Obi Toppin,Pacers,30-Oct-23,IND vs. CHI,L,24,2,5,40.00%,0,2,0.00%,2,2,100.00%,2,6,8,0,1,0,0,1,6,9
Obi Toppin,Pacers,28-Oct-23,IND @ CLE,W,18,2,5,40.00%,0,1,0.00%,0,0,0.00%,2,2,4,0,0,1,1,1,4,-6
Obi Toppin,Pacers,25-Oct-23,IND vs. WAS,W,19,4,9,44.40%,2,5,40.00%,1,1,100.00%,1,3,4,1,1,0,0,0,11,7
Obi Toppin - Average,Average,,,,21.3,3.8,6.6,57.90%,0.7,2.3,24.00%,1.2,1.3,45.00%,0.9,2.1,3,0.5,0.9,0.2,0.5,1.8,9.5,-1.8
Karl-Anthony Towns,Timberwolves,12-Nov-23,MIN @ GSW,W,37,8,14,57.10%,2,3,66.70%,3,3,100.00%,2,12,14,3,2,1,1,1,21,11
Karl-Anthony Towns,Timberwolves,10-Nov-23,MIN @ SAS,W,34,11,21,52.40%,3,7,42.90%,4,4,100.00%,1,11,12,2,0,0,3,1,29,1
Karl-Anthony Towns,Timberwolves,8-Nov-23,MIN vs. NOP,W,28,9,12,75.00%,4,5,80.00%,1,2,50.00%,0,3,3,0,0,1,3,6,23,12
Karl-Anthony Towns,Timberwolves,6-Nov-23,MIN vs. BOS,W,28,3,10,30.00%,1,7,14.30%,0,0,0.00%,0,10,10,3,0,0,7,6,7,-5
Karl-Anthony Towns,Timberwolves,4-Nov-23,MIN vs. UTA,W,32,7,14,50.00%,2,6,33.30%,9,10,90.00%,0,7,7,1,2,0,2,4,25,24
Karl-Anthony Towns,Timberwolves,1-Nov-23,MIN vs. DEN,W,31,7,19,36.80%,1,4,25.00%,6,6,100.00%,2,6,8,4,2,0,1,2,21,22
Karl-Anthony Towns,Timberwolves,30-Oct-23,MIN @ ATL,L,36,7,17,41.20%,1,3,33.30%,1,1,100.00%,2,8,10,3,1,0,0,2,16,-8
Karl-Anthony Towns,Timberwolves,28-Oct-23,MIN vs. MIA,W,31,5,12,41.70%,1,4,25.00%,1,2,50.00%,0,10,10,2,1,0,1,3,12,6
Karl-Anthony Towns,Timberwolves,25-Oct-23,MIN @ TOR,L,36,8,25,32.00%,2,10,20.00%,1,1,100.00%,2,8,10,3,0,4,4,2,19,-1
Karl-Anthony Towns - Average,Average,,,,32.6,7.2,16,46.20%,1.9,5.4,37.80%,2.9,3.2,76.70%,1,8.3,9.3,2.3,0.9,0.7,2.4,3,19.2,6.9
Gary Trent Jr.,Raptors,8-Nov-23,TOR @ DAL,W,26,6,11,54.50%,4,8,50.00%,0,0,0.00%,0,2,2,1,1,0,0,0,16,9
Gary Trent Jr.,Raptors,5-Nov-23,TOR @ SAS,W,29,4,8,50.00%,2,4,50.00%,0,0,0.00%,0,0,0,0,1,0,2,1,10,-1
Gary Trent Jr.,Raptors,2-Nov-23,TOR @ PHI,L,23,2,8,25.00%,2,5,40.00%,2,4,50.00%,0,5,5,0,1,0,3,1,8,-15
Gary Trent Jr.,Raptors,1-Nov-23,TOR vs. MIL,W,23,4,11,36.40%,0,5,0.00%,0,0,0.00%,1,2,3,1,0,0,1,2,8,8
Gary Trent Jr.,Raptors,30-Oct-23,TOR vs. POR,L,19,1,7,14.30%,0,1,0.00%,1,3,33.30%,0,1,1,2,1,0,0,2,3,-10
Gary Trent Jr.,Raptors,28-Oct-23,TOR vs. PHI,L,33,6,16,37.50%,3,5,60.00%,2,4,50.00%,1,1,2,0,1,0,1,0,17,3
Gary Trent Jr.,Raptors,27-Oct-23,TOR @ CHI,L,36,6,15,40.00%,3,10,30.00%,1,4,25.00%,2,3,5,1,2,0,1,1,16,-15
Gary Trent Jr.,Raptors,25-Oct-23,TOR vs. MIN,W,27,2,8,25.00%,1,4,25.00%,0,0,0.00%,0,2,2,2,1,1,0,3,5,3
Gary Trent Jr. - Average,Average,,,,27,3.9,10.5,35.30%,1.9,5.2,31.90%,0.8,1.9,19.80%,0.5,2,2.5,0.9,1,0.1,1,1.2,10.4,-2.2
P.J. Tucker,Clippers,12-Nov-23,LAC vs. MEM,L,13,1,2,50.00%,1,2,50.00%,0,0,0.00%,1,1,2,1,1,0,0,1,3,5
P.J. Tucker,Clippers,10-Nov-23,LAC @ DAL,L,6,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,1,1,0,0,0,0,2,0,-20
P.J. Tucker,Clippers,8-Nov-23,LAC @ BKN,L,21,1,3,33.30%,0,1,0.00%,1,1,100.00%,3,3,6,3,1,1,0,3,3,10
P.J. Tucker,Clippers,6-Nov-23,LAC @ NYK,L,11,0,2,0.00%,0,2,0.00%,2,2,100.00%,1,0,1,0,1,0,0,1,2,-9
P.J. Tucker,Clippers,1-Nov-23,LAC @ LAL,L,21,0,1,0.00%,0,0,0.00%,0,0,0.00%,5,0,5,0,0,0,0,4,0,-15
P.J. Tucker,Clippers,29-Oct-23,PHI vs. POR,W,20,1,2,50.00%,1,2,50.00%,0,0,0.00%,0,4,4,0,1,2,1,1,3,26
P.J. Tucker,Clippers,28-Oct-23,PHI @ TOR,W,21,1,1,100.00%,1,1,100.00%,0,0,0.00%,0,3,3,0,0,0,1,3,3,0
P.J. Tucker,Clippers,26-Oct-23,PHI @ MIL,L,26,0,2,0.00%,0,2,0.00%,0,0,0.00%,1,6,7,0,2,0,0,5,0,2
P.J. Tucker - Average,Average,,,,17.4,0.5,1.8,29.20%,0.4,1.4,25.00%,0.4,0.4,25.00%,1.4,2.2,3.6,0.5,0.8,0.4,0.2,2.5,1.8,-0.1
Myles Turner,Pacers,12-Nov-23,IND @ PHI,L,29,7,17,41.20%,4,9,44.40%,4,4,100.00%,2,3,5,0,1,3,3,4,22,-6
Myles Turner,Pacers,9-Nov-23,IND vs. MIL,W,37,8,16,50.00%,4,9,44.40%,1,1,100.00%,1,5,6,4,0,1,1,4,21,14
Myles Turner,Pacers,8-Nov-23,IND vs. UTA,W,23,8,12,66.70%,0,2,0.00%,6,8,75.00%,3,3,6,0,0,3,0,2,22,3
Myles Turner,Pacers,6-Nov-23,IND vs. SAS,W,21,5,7,71.40%,1,1,100.00%,4,4,100.00%,4,7,11,2,0,1,0,3,15,19
Myles Turner,Pacers,4-Nov-23,IND vs. CHA,L,27,5,9,55.60%,3,5,60.00%,1,2,50.00%,0,6,6,2,1,0,4,4,14,12
Myles Turner,Pacers,3-Nov-23,IND vs. CLE,W,31,9,14,64.30%,4,5,80.00%,5,6,83.30%,1,8,9,0,2,2,3,4,27,11
Myles Turner,Pacers,1-Nov-23,IND @ BOS,L,22,4,12,33.30%,0,3,0.00%,0,0,0.00%,1,4,5,3,1,1,1,1,8,-20
Myles Turner,Pacers,30-Oct-23,IND vs. CHI,L,32,6,14,42.90%,3,8,37.50%,5,8,62.50%,2,9,11,3,0,2,1,2,20,-9
Myles Turner,Pacers,28-Oct-23,IND @ CLE,W,29,7,14,50.00%,1,5,20.00%,5,5,100.00%,1,11,12,1,0,2,2,5,20,-5
Myles Turner,Pacers,25-Oct-23,IND vs. WAS,W,23,5,8,62.50%,0,2,0.00%,1,2,50.00%,0,8,8,1,0,3,2,4,11,14
Myles Turner - Average,Average,,,,27.4,6.4,12.3,53.80%,2,4.9,38.60%,3.2,4,72.10%,1.5,6.4,7.9,1.6,0.5,1.8,1.7,3.3,18,3.3
Hunter Tyson,Nuggets,6-Nov-23,DEN vs. NOP,W,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,3
Hunter Tyson,Nuggets,4-Nov-23,DEN vs. CHI,W,2,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,1,1,0,0,0,0,1,0,-1
Hunter Tyson,Nuggets,1-Nov-23,DEN @ MIN,L,4,1,2,50.00%,0,1,0.00%,0,0,0.00%,0,1,1,0,0,0,0,2,2,-2
Hunter Tyson,Nuggets,29-Oct-23,DEN @ OKC,W,3,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,1,1,0,0,0,0,1,0,0
Hunter Tyson - Average,Average,,,,2.5,0.2,0.8,12.50%,0,0.5,0.00%,0,0,0.00%,0,0.8,0.8,0,0,0,0,1,0.5,0
Stanley Umude,Pistons,10-Nov-23,DET vs. PHI,L,17,1,2,50.00%,1,2,50.00%,7,8,87.50%,0,4,4,1,0,0,0,2,10,-2
Stanley Umude,Pistons,8-Nov-23,DET @ MIL,L,9,1,2,50.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,1,2,1,2,-2
Stanley Umude,Pistons,6-Nov-23,DET vs. GSW,L,16,5,8,62.50%,4,5,80.00%,1,1,100.00%,0,3,3,0,0,0,1,3,15,-10
Stanley Umude,Pistons,5-Nov-23,DET vs. PHX,L,4,0,2,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,1,0,0
Stanley Umude,Pistons,2-Nov-23,DET @ NOP,L,1,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0
Stanley Umude,Pistons,1-Nov-23,DET vs. POR,L,12,0,1,0.00%,0,0,0.00%,0,0,0.00%,0,2,2,0,0,0,0,3,0,-8
Stanley Umude,Pistons,30-Oct-23,DET @ OKC,L,2,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,1,0,0,0,0,8
Stanley Umude,Pistons,28-Oct-23,DET vs. CHI,W,1,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,-3
Stanley Umude - Average,Average,,,,7.8,0.9,2,20.30%,0.6,1.2,16.20%,1,1.1,23.40%,0,1.1,1.1,0.1,0.1,0.1,0.4,1.2,3.4,-2.1
Jonas Valanciunas,Pelicans,12-Nov-23,NOP vs. DAL,L,21,6,11,54.50%,3,5,60.00%,0,0,0.00%,2,8,10,3,0,2,0,0,15,-13
Jonas Valanciunas,Pelicans,10-Nov-23,NOP @ HOU,L,29,7,12,58.30%,1,1,100.00%,0,1,0.00%,3,6,9,2,0,4,2,6,15,1
